Square_Feet,Bedrooms,Age,Price
9454,3,25,1397612
4645,1,27,653389
3275,6,32,484968
7128,5,11,1102293
3655,4,5,581712
4470,5,44,630172
8472,1,33,1203737
9275,1,19,1371793
5915,4,43,843281
4831,2,47,669346
2442,2,16,351381
6526,2,35,920126
8801,3,11,1325008
691,2,11,111982
9595,3,10,1468550
1361,3,34,171263
7211,2,5,1093666
9775,2,23,1425634
1149,4,25,160100
4634,6,29,694545
8087,4,40,1181954
9328,3,13,1418275
1536,4,47,173091
4631,3,32,669724
2648,1,34,328388
5957,3,12,905410
6579,3,24,979021
2930,4,40,408921
2379,6,21,386840
8042,1,29,1138603
2511,5,23,367136
3873,5,33,550516
7857,6,8,1224091
1789,5,42,218241
1947,1,13,265096
3699,2,5,574591
6881,1,41,945874
8022,4,10,1225964
6559,3,14,971200
3683,3,24,528475
5962,4,11,920525
3716,4,46,494564
3636,3,3,586301
3818,6,29,564070
3282,2,48,429172
9682,2,30,1417130
8157,2,49,1149505
5420,4,37,781985
6824,3,7,1042655
6827,6,17,1055216
8917,3,20,1319939
1276,3,11,198747
5708,6,44,824560
1187,1,25,132264
1029,6,24,173572
5567,1,2,827793
8580,5,27,1298356
6018,1,19,889003
2653,2,29,354648
9986,2,37,1458696
6594,6,11,1036702
7474,2,19,1098047
5274,2,28,770637
8192,5,39,1203269
3603,2,21,504936
2940,4,26,416241
4635,4,22,702104
7624,4,6,1170971
5701,1,11,855674
1344,6,14,236074
946,6,36,122567
4415,3,40,606051
3609,5,41,493755
1734,4,2,278253
7087,4,43,1022181
726,2,20,88580
4643,4,22,692147
7685,2,39,1113814
6058,2,4,936051
686,3,29,83183
3035,1,46,381694
2432,2,24,352611
9540,2,1,1451363
2532,6,24,391446
1752,3,30,252604
6009,2,12,893386
5574,5,19,834826
2381,1,37,309940
769,5,40,83624
2130,4,43,278087
4905,1,4,739305
6639,4,15,996018
2074,6,20,326203
2195,2,44,267151
3758,3,20,564267
3762,5,21,565507
1945,4,10,331182
6763,2,30,978141
8911,5,24,1322206
552,5,48,49933
6070,6,40,886393
8079,6,40,1187716
2166,4,38,269556
7401,2,3,1119246
3285,3,29,460197
1219,4,8,206704
9097,5,29,1358533
7355,5,10,1144446
2794,1,5,411146
8763,2,11,1331644
9921,1,4,1504679
4982,6,49,690256
1198,3,35,144260
7743,4,40,1125625
9518,5,12,1454995
6418,2,21,935555
848,5,16,143203
5874,6,14,906136
8369,1,21,1242123
807,1,48,28894
3916,4,27,554045
5320,2,36,759146
4058,6,1,686577
4978,2,1,762224
7031,4,22,1050769
5120,6,15,804589
3485,6,20,539795
8612,1,3,1288963
8967,1,14,1331637
3047,1,9,450643
836,5,19,150555
3479,3,40,482652
4468,1,34,620609
1410,3,4,223611
2496,3,33,339519
3629,2,43,483025
5947,4,37,873589
6629,5,2,1057287
6350,3,27,932147
4704,5,45,672553
7946,2,17,1161919
9019,1,49,1265504
814,6,31,138724
1634,3,41,201434
5376,4,6,830818
8602,6,31,1295042
8847,2,3,1334732
6092,5,40,875964
2224,1,3,325218
3843,5,33,543830
1386,4,13,225827
1221,3,21,166313
8178,4,37,1192260
9604,5,16,1453325
3857,5,21,571237
1370,6,48,179462
7251,4,44,1021236
997,4,13,151606
2256,4,4,355822
1617,1,31,190592
3328,5,9,512152
2147,2,48,255582
7492,1,33,1085933
7271,1,37,1019171
642,1,37,23206
3261,6,24,484128
3935,2,25,571525
7122,4,41,1018643
7569,6,29,1129301
5012,5,40,716491
2348,3,47,279720
3196,6,36,485076
2217,3,15,323876
3572,5,45,506321
9759,2,18,1462577
3286,3,20,500850
4291,1,5,624455
9980,6,18,1536868
4371,3,40,619993
2306,5,1,385822
2004,1,19,261391
3808,3,23,570583
7617,5,26,1135590
5548,2,49,759387
8763,5,29,1317310
2190,2,34,287025
3803,1,19,560844
3613,5,48,501086
9574,4,18,1437110
8350,6,2,1328152
6916,4,27,1015374
2004,4,6,317466
9424,4,39,1373886
4424,6,6,706615
9115,4,6,1412390
4985,2,31,712420
8600,5,41,1274610
9184,1,40,1308295
691,4,30,88455
9190,4,21,1380690
5417,1,41,728547
6331,1,44,874402
9948,4,18,1494269
4822,2,23,707808
7499,1,38,1060367
9508,5,23,1418724
7782,5,28,1151371
9778,2,36,1433777
2374,6,25,366696
9562,3,7,1440081
5263,2,18,788209
8964,4,20,1351439
9721,3,5,1460413
1551,4,18,241652
8038,5,42,1189722
7911,1,40,1122292
6820,4,33,1012579
2605,5,15,403321
807,2,35,68267
8237,4,47,1168777
3859,5,46,531057
3676,1,1,552072
1751,4,21,275936
5866,6,8,923951
2017,5,7,347429
6726,4,41,975745
5805,1,44,782765
6369,4,40,912775
8539,4,40,1242346
5391,6,30,789357
5492,5,38,795567
2461,3,35,335617
3363,4,2,538136
7103,3,46,990568
5067,2,8,755263
7013,4,38,1027435
4505,3,4,693251
9614,2,37,1376968
683,6,21,129783
8255,5,13,1276278
3858,4,9,591245
7115,5,45,1007607
7297,2,29,1058338
9228,5,41,1370380
8178,5,24,1244702
6198,1,16,904502
1773,2,12,262289
7153,5,2,1100543
1596,3,19,216002
9997,2,30,1449127
9607,1,16,1429379
8502,4,24,1258243
4747,6,13,759062
9720,5,5,1482572
5814,3,23,852350
3854,1,38,508733
770,2,31,92888
1686,6,17,285071
6805,6,49,968619
2898,5,49,372671
7495,1,3,1122207
7799,1,26,1113818
4682,3,13,707553
2730,4,44,367441
7011,4,38,1003297
628,4,22,95699
9961,6,21,1523935
4172,6,29,624257
5265,2,45,708750
4470,6,46,656409
8045,6,39,1203644
6052,1,5,906388
1127,2,14,147520
7089,1,18,1032823
2544,3,4,399761
2841,3,33,390213
6384,2,39,892508
8685,2,20,1274600
749,6,13,127334
3425,3,36,458937
5543,5,45,799306
1474,4,4,253439
7692,6,35,1162281
9675,4,8,1469333
9580,3,40,1392435
3172,4,49,399885
7779,5,47,1133687
8031,5,36,1201951
9162,1,6,1368483
2487,2,22,364545
590,4,6,129644
9221,5,42,1368910
4559,2,36,633934
3273,2,9,510408
8883,1,16,1291515
7909,2,39,1112032
4940,2,46,681488
7847,6,38,1172510
1508,3,33,179020
4283,1,18,615207
7146,1,12,1061046
4798,4,27,693758
5168,2,47,704052
4787,4,1,750168
2552,6,15,429542
6509,5,47,919009
2216,2,27,283241
810,5,16,137835
5038,3,21,744005
1760,6,1,305424
4432,2,29,621338
1084,4,3,180369
8116,4,12,1244986
9051,2,28,1328097
3366,4,39,466915
6398,2,37,920778
2511,1,31,306993
6751,4,31,974036
5439,2,33,784957
4506,2,33,610583
2125,4,47,270201
1390,1,40,119554
6578,4,11,1008295
7536,2,46,1058798
9423,1,29,1369135
4461,5,25,649498
3004,3,13,463490
9306,4,44,1344262
4306,6,19,681690
6600,2,36,943025
2219,1,28,267353
7186,1,4,1073476
2087,5,3,370340
7500,4,38,1080884
1396,6,37,200605
6058,1,43,845485
8969,5,25,1326618
5147,2,41,691226
2932,5,35,417816
4404,4,29,635345
7337,5,41,1060511
1949,1,29,260731
5000,1,12,755358
5954,3,35,839868
9924,5,20,1497572
4617,2,17,691639
9369,6,12,1428976
2528,6,36,375603
7345,4,10,1130782
4258,3,18,642926
6404,5,30,959383
5124,2,8,761003
9348,3,41,1359819
665,1,13,66369
5091,4,31,722997
1089,5,6,184514
5024,6,7,793159
3321,2,21,483938
7009,1,38,999028
8193,3,43,1160116
9954,4,49,1450319
571,3,28,40053
4080,6,44,574033
8462,3,21,1264524
768,2,21,91274
2962,1,24,389785
9960,5,27,1479448
1515,2,27,193922
9775,6,13,1493660
8484,4,29,1248862
906,6,39,125660
7884,6,28,1176434
6549,3,37,950629
6669,4,29,990278
8482,2,48,1197129
1485,6,22,241593
4985,2,36,710462
9401,5,30,1400105
3118,3,28,456028
6789,2,23,1003982
7428,4,33,1105715
5868,6,4,919354
5121,5,3,820320
8066,4,32,1197063
5170,3,4,789585
8158,5,1,1278944
1503,5,12,236777
8004,5,13,1221739
2966,6,34,442775
2439,1,29,331114
2135,5,9,345310
8595,4,31,1262906
6765,4,7,1039555
2395,3,13,377616
7024,2,2,1078455
1573,2,33,174077
5684,1,7,866919
2902,6,18,442890
5395,6,8,846223
7831,5,12,1197495
9843,1,43,1418184
2456,3,30,345681
7523,3,9,1136999
4407,2,28,632673
1307,3,4,232546
8878,5,39,1307780
5327,4,17,789747
5024,3,11,757330
9999,1,2,1514095
2784,5,23,432913
5813,3,22,856507
1257,6,26,176587
5387,3,12,823958
4354,6,32,631121
4058,5,9,660348
1461,3,43,180439
4347,6,5,690889
7226,4,26,1082905
4075,2,7,600552
9567,5,29,1415561
2918,6,33,432691
4698,1,24,685836
1501,3,25,195064
5744,6,31,849548
7619,6,29,1153204
4566,6,5,720773
3345,2,38,457211
9349,1,45,1309848
5816,1,11,863956
922,4,32,126906
7215,2,8,1093341
4766,6,20,720535
8049,5,34,1202882
6816,2,47,951090
3210,2,42,414536
9144,1,8,1355921
8569,4,2,1330502
2157,4,21,321898
3041,2,15,447145
7263,2,6,1102212
3575,3,5,536395
3664,6,3,588701
2553,1,43,291197
8979,6,43,1310428
6237,5,16,937738
3717,5,35,549324
1947,4,9,296746
6509,1,35,916063
1107,6,19,198925
5052,4,43,717150
2264,5,46,282241
9917,2,34,1425109
9927,1,39,1435078
9721,1,10,1439781
3171,6,10,531466
7019,3,20,1024873
4462,6,1,732956
3677,2,6,560204
4222,2,46,563017
5406,4,2,861742
7763,1,38,1111000
5554,4,33,822180
1308,2,3,193674
9670,3,36,1402671
1225,1,13,151010
8201,2,35,1165768
1716,3,15,271518
4551,6,45,641935
2697,5,22,429366
3306,2,43,418041
9470,5,4,1470852
1472,4,17,230507
6134,5,5,962261
7983,2,21,1157304
2623,5,24,394100
9290,1,31,1338444
724,2,40,36146
9532,3,30,1387007
2314,5,42,322368
1606,1,7,223386
624,4,49,46822
3746,4,7,597021
3431,5,27,509417
3471,4,24,531565
2517,3,19,359567
7915,2,41,1120344
2915,1,34,390486
3596,6,22,543064
2109,5,27,322271
1217,4,6,220395
4061,2,10,603723
9708,6,45,1407883
7282,3,31,1049690
1548,4,25,235977
8807,4,2,1368827
8405,1,10,1259861
6078,3,10,931680
2120,3,26,311380
7048,5,5,1101008
7881,6,22,1185376
5280,1,4,796447
4292,5,34,642909
3441,1,7,510076
6195,3,17,922871
6901,1,11,1014317
9669,1,8,1430059
6697,1,28,951790
5950,2,44,839531
9475,2,33,1387396
8932,6,25,1337798
6374,6,21,964912
2053,3,12,325051
1512,1,26,179028
8878,3,29,1308447
2381,2,38,310940
7299,1,35,1016732
5086,5,37,757855
9122,2,46,1294959
8930,2,44,1274758
6947,2,45,975936
2845,1,45,358093
575,6,29,86657
6377,4,49,882500
7285,5,24,1078639
5422,5,15,843710
8590,3,6,1315468
2830,1,32,369476
5186,6,44,752916
2402,2,34,301511
5170,4,36,746242
7643,1,20,1120003
2559,1,12,379182
640,6,35,79089
2289,4,49,269786
516,2,38,18487
964,1,17,126028
4971,5,27,730147
2327,5,17,373204
9211,4,11,1406159
6456,2,39,924749
589,4,2,108307
5315,1,2,820608
3351,5,29,489563
3343,3,45,431247
9617,4,24,1422081
7043,3,24,1032275
6401,3,16,945061
1469,6,31,230666
1594,5,49,176831
6624,4,43,944879
7847,3,9,1193466
3695,1,27,518250
1904,6,41,255645
7440,2,14,1124299
4790,6,45,679166
4482,2,25,640545
6055,5,43,884816
8454,4,44,1227439
5213,4,22,762802
3592,2,35,485214
4659,1,33,637131
6808,2,27,995231
7978,2,40,1133326
8976,4,26,1337702
5433,3,19,817062
5426,1,45,719411
9879,4,39,1462126
4469,6,45,625018
3465,2,26,473837
4819,3,6,727865
9475,1,3,1436669
7608,5,6,1198630
9641,1,28,1411464
4439,1,3,661464
544,2,13,59603
2310,2,13,346735
5066,5,13,797266
9521,5,1,1488987
2409,5,40,319489
6864,4,37,985185
3081,4,31,423809
1191,2,17,170875
1431,2,9,202284
8410,5,45,1241090
6882,4,13,1029982
3906,3,37,557351
8839,4,14,1322412
1532,2,11,212452
1811,4,25,262965
9079,2,31,1309352
3621,5,14,549863
2373,5,7,377363
9607,5,24,1445034
7281,3,49,1024637
4248,3,36,577275
777,2,42,66100
2359,1,42,280040
6429,6,47,942613
7292,3,44,1027709
5213,2,41,729162
5175,4,3,805212
1670,5,47,202353
9181,5,44,1353972
9874,5,26,1473475
5808,2,47,779309
2962,5,26,423620
787,3,1,142037
6453,4,15,995135
4782,5,11,728999
2407,2,37,315259
1661,4,7,294480
629,5,12,122897
6837,1,38,962489
2863,5,3,467652
8651,6,42,1282870
6483,3,26,952212
643,4,30,65246
8707,3,32,1253772
7969,1,36,1125024
744,1,45,14412
1426,6,37,182178
3678,3,18,560818
2676,4,1,423023
5502,1,21,779830
1386,1,28,157887
9032,5,48,1289724
3898,6,16,612246
8997,2,48,1290847
9599,1,28,1386120
3154,4,22,468053
7892,4,19,1201383
1871,5,48,238006
7635,4,1,1167828
820,5,31,95462
5154,1,42,679988
5800,1,34,814332
7261,1,46,1007012
7354,1,40,1033073
6005,2,6,890473
9823,6,28,1480860
7053,6,3,1100552
4542,2,31,637914
9509,1,16,1402794
7998,4,17,1188313
7136,5,44,1035482
7862,6,27,1181280
511,3,24,39327
694,5,20,105202
3037,3,32,404554
3342,3,35,450286
2729,1,13,406846
3509,3,48,466619
8484,1,43,1190773
2577,2,20,367668
8345,4,48,1208708
4367,3,2,675139
5373,4,4,838200
9135,1,27,1332315
797,3,25,93240
6356,5,4,989140
9536,2,32,1405207
1515,6,17,272463
1884,2,1,284645
9245,3,33,1336374
2850,2,30,388042
1769,6,5,315845
1760,5,12,309602
8201,4,38,1183183
8876,5,32,1319004
5063,2,38,703892
7397,6,17,1118797
6172,4,45,881274
6093,6,40,879536
6655,5,32,972190
6043,1,24,867056
7740,1,12,1161282
5183,4,47,706333
2381,4,31,351744
9213,4,19,1394445
4309,1,29,590917
6307,5,21,938389
5383,4,26,808892
7706,1,28,1112573
4655,4,17,699676
5173,4,9,794436
1909,6,21,294899
5697,4,34,810543
7952,1,11,1173019
9218,5,20,1376408
2672,1,49,321588
779,1,47,14345
4477,4,39,642984
3169,6,16,519510
8325,3,29,1208287
4481,3,1,715703
5269,3,18,786553
5747,1,22,813638
4927,4,8,771358
6635,3,7,1028820
6073,2,25,876161
4631,2,30,672309
7689,2,34,1088875
5035,5,44,717151
3276,4,48,420177
9811,1,41,1383839
8197,1,11,1220867
8886,4,15,1354401
1162,6,35,162597
9171,6,23,1380299
8544,5,45,1245319
4718,4,21,686850
5560,6,28,832301
6374,5,13,988534
6081,3,34,891055
2514,3,38,331620
4289,5,6,662860
9603,4,44,1400996
7648,3,4,1163182
8266,4,5,1253815
2864,6,40,404334
4129,3,6,640059
6419,6,21,980486
6175,4,28,922934
9372,4,3,1430757
7138,2,23,1061406
5151,5,8,820491
1109,1,19,153310
8440,5,11,1305828
4366,4,10,683029
871,4,28,132589
7498,5,20,1122998
1115,4,44,105730
7411,6,28,1123194
6510,3,29,931357
2753,4,8,421299
5442,5,19,809728
1364,5,48,178091
1768,5,21,276363
7954,2,18,1184777
9476,6,9,1474304
5071,6,4,808368
5729,2,41,792159
2737,6,25,413822
4554,2,34,626928
1435,6,9,245106
6894,2,9,1027323
8391,2,18,1262063
825,6,11,177439
8274,2,13,1223266
4361,6,38,630787
2485,2,9,355628
5432,5,16,823504
5103,1,4,755952
3278,6,34,478966
9962,2,7,1514389
9332,5,15,1420559
8254,1,38,1167146
4578,2,11,689970
1867,1,32,216856
4542,6,27,705288
3075,1,30,427142
7254,3,17,1093612
2081,4,36,265249
2486,3,19,375211
2740,6,7,445552
4466,6,43,635527
8104,1,45,1140909
8820,5,21,1312350
6468,2,28,926476
9543,4,3,1457189
7993,2,14,1192252
4603,5,2,754948
2576,6,29,380784
5731,4,18,876744
3494,3,37,462220
4244,6,45,587593
6094,6,45,885859
8031,1,24,1164800
7871,5,46,1144406
2144,1,12,323149
3644,1,45,486387
742,2,32,82973
4585,6,18,700040
8454,5,13,1288727
7769,1,4,1155288
7630,3,23,1146762
7328,4,10,1101909
8862,5,5,1376929
9344,2,40,1345685
6831,5,14,1057482
4012,6,34,597272
1999,2,28,264612
2658,4,8,412207
5662,3,16,836878
4539,1,31,615561
2535,5,7,412229
8477,2,3,1280599
1357,4,29,190547
4323,1,36,582283
7270,4,39,1052685
9741,3,4,1484896
798,1,9,113557
7744,1,17,1127203
1423,1,49,116891
4732,2,20,674370
4806,1,14,715216
3299,4,46,441317
7078,2,29,1016545
5375,1,13,797193
5826,4,36,826733
7082,4,45,1031869
2302,5,17,344640
3157,4,47,411862
3846,6,43,567512
3449,3,4,519989
1441,1,20,181361
2407,1,11,342546
5337,1,42,735395
8605,4,22,1296839
1743,4,45,229618
6196,1,8,933072
1966,6,28,294845
4457,2,45,596252
2466,2,41,296619
875,3,30,117277
762,5,33,114551
4862,3,33,692703
7002,1,47,973109
8333,1,36,1193100
2393,1,27,305176
8606,5,20,1318072
2152,4,33,315505
6040,5,25,920202
4392,3,44,589529
1099,4,43,122788
5315,4,19,816971
2412,3,47,287566
9984,4,21,1483984
9292,2,42,1335562
9072,3,33,1333524
4713,3,3,736000
4137,2,14,613203
9790,5,15,1482007
6099,5,33,886228
6948,5,42,1023405
9057,4,22,1346121
7882,2,1,1217620
9482,3,31,1400490
4069,3,47,549930
8207,3,35,1207572
1246,4,20,173165
9004,4,32,1313341
5133,6,12,787787
1420,5,16,228409
9769,6,8,1506392
7508,6,14,1155261
2881,4,18,445136
4118,5,30,607905
9489,5,33,1422493
4943,3,34,690309
772,4,44,82156
2273,5,49,293915
3047,6,34,441904
3664,2,49,484613
5280,2,7,809654
1446,4,6,247954
1006,3,6,157092
7219,3,22,1051034
8935,5,8,1390269
9197,4,37,1341831
6860,2,15,1004863
8157,6,26,1221252
4090,5,39,602039
1692,6,3,301336
1964,5,10,320677
890,1,3,142773
6115,6,30,928302
6606,4,46,921319
9364,6,22,1414118
3060,6,3,500396
6367,5,1,1002062
1711,2,33,202631
9621,1,19,1428603
2039,6,36,276606
9604,2,34,1377623
1143,3,31,145868
9193,1,43,1304169
9421,1,24,1373506
1783,5,12,290544
8180,6,13,1278853
7845,3,16,1160396
4886,5,16,742891
1419,4,20,211828
2839,2,41,361326
9447,2,48,1356773
6430,5,27,965287
5902,2,39,833457
6163,6,13,948085
5775,2,4,873182
1007,6,32,163961
1936,4,45,256165
9250,3,40,1355476
7854,1,34,1110046
5016,5,39,723763
4122,5,43,576687
4899,6,17,744455
5537,4,24,811702
8611,4,29,1286548
4215,1,46,565665
8337,3,28,1234893
1801,5,45,249591
7870,6,47,1158348
5685,4,22,832479
2655,5,28,409449
6911,6,25,1058105
6865,2,41,977562
1192,5,3,203824
1978,3,13,306928
6896,6,31,1052207
8948,3,13,1343121
941,5,41,121329
3146,2,18,473259
5709,3,37,824387
7033,4,43,1022225
5177,6,34,785242
7711,5,17,1161522
3145,2,21,455085
8710,4,36,1275107
9816,5,40,1457361
8433,2,19,1251416
5976,4,12,908162
8428,3,28,1237130
2580,5,11,399655
6589,5,48,927369
7896,3,37,1156742
8297,1,28,1217864
1361,4,35,173814
8846,3,44,1265824
3994,5,15,621646
1404,4,16,213430
1769,4,45,207992
904,1,7,134686
9535,5,47,1404197
1684,2,3,277062
9438,1,31,1382840
2225,1,12,331826
8962,2,8,1350503
6311,2,25,924506
6106,1,44,827386
4456,4,35,650558
671,3,12,101331
8965,3,21,1324451
2806,1,26,374272
9850,4,2,1520111
921,2,14,115673
6040,6,46,874233
9901,1,4,1492105
5175,5,17,776013
9582,4,47,1382742
7248,5,48,1047082
6603,5,5,1012915
1973,1,24,242401
3743,4,49,499511
2681,5,7,418165
3596,4,23,517810
7146,3,47,1006864
6382,6,17,968435
6482,5,12,986248
6298,5,11,957489
8915,4,11,1343852
8911,6,34,1315882
8956,3,47,1264235
9645,5,37,1428816
5024,1,29,713981
7059,4,48,1018961
8120,4,36,1176769
3274,5,27,483756
6173,3,42,852769
3624,5,22,564983
9171,2,2,1384798
1853,5,47,220019
9581,6,36,1410790
4354,6,48,633852
8634,2,30,1256374
1424,6,7,247301
2670,6,12,435865
6006,1,3,887939
2895,4,17,452165
8720,6,41,1268487
8726,4,32,1299026
6015,3,8,923308
3170,5,23,487608
3865,1,38,502249
1088,2,30,109331
3638,3,15,561634
9595,1,10,1434234
7163,1,38,989275
4586,2,15,659091
9031,2,30,1309357
4770,4,46,683053
6519,5,26,984619
1056,3,45,85213
8522,5,14,1306650
5952,3,3,918825
4067,1,36,557042
4399,6,26,664767
6977,6,14,1081444
8000,2,31,1171975
1516,2,14,224392
6970,1,40,956737
2562,1,10,359243
9530,3,9,1448019
4821,1,46,647906
3996,3,40,550620
2313,5,43,319644
6756,2,42,957650
2813,2,18,399892
1731,6,36,260877
6331,6,36,930419
3499,2,12,517353
3940,5,40,551447
4556,5,3,715909
805,4,18,127615
2189,3,7,340484
4417,6,31,656751
7580,3,1,1163936
9111,6,31,1357908
3436,4,13,531162
4362,2,29,599528
6149,3,3,929760
3761,6,29,546558
9856,3,35,1424173
2319,2,15,354615
1842,1,21,233479
6060,6,19,916617
2726,1,28,345601
1579,4,4,252757
4706,5,45,659741
6780,3,13,1026330
7735,6,15,1183657
1313,3,48,143149
5589,4,39,806636
2531,4,32,355509
9014,3,3,1362916
9595,6,30,1435798
6411,2,20,948481
3153,2,2,486318
3840,5,25,575045
8376,3,11,1277785
1641,3,1,266255
9541,6,48,1399794
9058,3,49,1276339
3397,6,48,483880
9781,3,10,1468766
4541,4,17,687730
2538,1,30,343468
4770,3,35,682474
5183,1,19,760000
994,2,46,81861
7616,5,34,1115101
2284,2,32,299422
4010,3,12,602470
4286,6,43,618092
5766,2,17,866747
9690,4,6,1484603
5928,1,13,882057
7181,6,39,1056461
7393,6,22,1126393
5158,3,11,778644
7582,4,7,1177257
7369,1,45,1020324
8107,4,45,1181186
8169,2,21,1209664
6719,3,1,1045702
5034,6,30,740053
6479,6,19,998132
9390,2,47,1325737
1812,6,46,256948
3462,5,29,519748
3438,3,35,487471
3697,2,20,517138
5796,3,36,822215
7704,1,39,1073956
6230,3,1,962569
626,3,23,72595
6102,1,31,864083
1691,2,35,185053
3139,3,47,415177
1866,4,45,212185
9711,3,22,1431512
6953,2,46,952678
7171,6,7,1113080
7183,1,33,1035467
5039,6,45,739496
9376,2,36,1363322
3387,5,44,461593
4586,6,7,740463
2761,3,27,395703
4680,3,2,715578
3341,1,17,478413
6540,3,1,999668
4060,4,46,553922
5258,4,30,760932
1126,6,22,173992
5514,2,28,805334
1875,1,33,223367
1681,5,26,263408
6208,6,35,932390
990,2,11,149595
4229,1,7,628652
6474,1,28,915326
4034,6,25,606003
3796,2,41,509809
2440,2,31,318885
5514,3,3,837199
2382,5,33,347376
5408,4,34,772926
3487,3,21,500590
6085,1,37,836852
3659,5,49,493604
5030,5,19,783112
1181,2,37,136513
5754,5,21,859430
1573,6,14,248191
2887,5,10,461797
3193,1,7,455084
4840,6,29,735835
2656,6,40,378545
8466,3,8,1299294
3080,5,39,445119
7757,2,13,1168643
2659,3,46,324029
7272,2,19,1087078
2127,5,11,346230
8719,3,2,1320757
7580,5,49,1106280
2485,1,6,387820
8988,3,29,1304606
2681,2,41,350153
2796,1,5,419148
7664,4,41,1110752
3097,2,30,414141
1401,5,39,171892
6560,2,36,915411
9790,4,27,1450966
2177,2,18,329014
3381,1,49,428848
6122,6,36,896775
8552,2,16,1281908
1878,3,5,300524
1748,4,9,269960
6150,2,34,872666
6579,4,34,970741
9956,6,36,1486580
7536,1,31,1097594
6987,3,20,1034138
1558,5,17,242225
2548,2,20,351122
6615,1,28,940532
4748,4,21,725046
2976,6,19,465761
5103,4,3,809036
4053,6,30,589587
720,6,5,151916
5318,1,42,734626
7692,2,6,1161484
5123,5,3,829222
7849,2,49,1096316
6118,3,42,868735
7709,2,24,1118518
5076,6,44,721875
2371,6,1,421123
8415,3,36,1235416
1962,4,15,318306
6021,6,41,864616
9036,3,38,1311302
8736,6,44,1267763
8313,5,18,1276884
2568,6,23,412747
6253,1,47,836084
7737,3,29,1138952
7516,2,41,1073114
6691,3,22,989723
2014,4,24,288683
3098,6,45,452423
1501,3,48,162906
1533,5,13,253724
7399,3,33,1077484
8965,5,22,1361893
5551,6,35,809899
4976,2,17,743668
978,6,22,146496
1015,4,5,181168
1691,1,25,212214
6797,2,6,1038262
771,2,17,110436
8834,1,31,1268412
8278,3,17,1243673
6508,6,33,963407
8487,3,39,1206496
3832,3,48,489751
1287,6,37,160767
6722,4,48,970981
1122,2,4,171690
4341,5,43,616344
4176,1,14,603877
3072,2,13,452780
7415,3,27,1099200
5533,1,24,778544
8288,5,27,1238800
5714,2,8,850198
5212,2,47,699742
566,4,39,40912
8033,2,21,1193652
5116,2,41,695746
1640,5,11,268428
6230,5,31,908255
7965,1,27,1137033
9879,3,42,1409187
4971,5,46,704507
3839,1,48,494786
1048,2,27,142794
8175,1,8,1227890
8764,1,33,1277035
698,1,12,86914
1071,6,35,157181
1290,1,34,123513
1674,5,16,284912
678,6,36,74718
2744,3,2,436217
4586,1,12,681768
1234,4,27,182190
6732,2,17,1012609
1298,2,20,156589
8101,6,21,1237210
9479,2,30,1371941
3295,2,42,429289
5088,6,20,766918
7797,2,8,1175469
3584,1,18,501298
1231,3,18,193048
1629,6,18,269794
2105,4,2,349125
3433,6,12,568308
9907,5,32,1458916
9016,4,42,1316944
5574,5,8,855021
7599,6,10,1192609
1990,5,11,329165
1393,4,14,225892
1890,1,26,227749
3889,6,47,530143
4739,6,30,718529
4979,2,42,676843
2763,6,4,480204
3932,6,39,577333
2871,1,11,402245
4812,2,24,676056
2015,3,22,280351
6826,5,3,1077308
7588,4,37,1115146
6086,3,2,955844
3417,2,12,496511
6231,1,21,898066
8186,4,5,1275922
1667,5,7,274479
8802,6,4,1366083
5609,6,43,819640
4827,3,41,686550
6310,5,36,938082
4155,2,22,608535
4293,5,29,655753
7238,1,9,1058886
2077,3,26,288159
9988,3,12,1493376
2720,1,48,327373
9664,5,1,1509555
1530,1,8,225057
7191,4,33,1061388
4492,1,4,680919
1413,5,14,230853
6858,1,29,971438
2681,2,14,379191
3697,6,9,599804
6540,1,9,962250
1962,6,26,309112
7537,1,49,1048238
9999,5,47,1455640
5494,4,42,761046
9881,4,17,1504948
5808,6,41,837527
6721,5,4,1031286
7590,5,46,1108415
8269,5,3,1290288
1187,2,29,120604
5161,3,25,757571
9899,1,21,1446083
2394,5,12,395993
7889,5,1,1247521
5422,5,1,859938
6822,4,45,954248
3683,5,46,523152
4297,1,48,562743
5678,5,7,874907
4468,1,10,649438
3216,2,15,459819
690,3,40,53910
1835,4,11,279206
8681,1,46,1214775
878,6,45,105453
4329,2,23,610672
6880,3,13,1018614
1115,3,27,148789
2830,3,41,355771
2254,1,17,303129
963,2,13,124128
9658,5,12,1474272
4767,6,29,726145
3658,2,21,522271
4124,2,20,598318
5438,2,20,791566
5917,1,31,817748
6504,6,8,1009007
9381,1,24,1358222
6103,6,11,950588
2712,6,39,374017
6620,1,33,948260
6318,6,42,914111
882,2,15,135438
2756,1,4,429900
1912,6,1,330059
6646,3,32,972484
871,1,11,112766
6306,4,30,928683
6065,1,37,846905
9302,1,19,1379689
8807,1,36,1272233
7937,6,34,1193598
946,1,7,150021
1891,4,45,241191
1840,5,20,302105
3439,1,12,503492
6469,3,32,954175
9765,4,2,1520485
5313,5,22,817338
4069,6,41,597270
5954,1,48,818127
3650,5,40,527980
6914,3,24,1006486
5157,4,31,769211
7447,4,4,1150530
8443,6,24,1296074
4162,6,43,581955
4982,6,17,778168
5297,5,40,775679
5568,1,19,803663
5980,2,40,847080
8533,4,38,1228258
1483,2,34,172696
6107,4,47,875436
